clean_text,label
Tarik saldo nya lama bgt ga masuk masuk dari jam sampai dengan jam tidak masuk masuk mohon di periksa dengan nomor order,negatif
Tolong lah ada fitur trailing stoplos ini ubah stoplos sama tp aja kaga bisa,positif
Penarikan tunai withdraw ke bank tidak bisa Sangat meresahkan,negatif
Mantap sukses terus pluang dan yg investasi KRIPTO juga sukses amin,positif
mntap si lokalan,negatif
Untuk fitur fitur yang berada di dalam aplikasi sudah sangat bagus dan memudahkan pengguna dalam menentukan instrumen yang ingin di beli Saya harap untuk metode penarikan dana bisa ditambahkan fitur dompet digital agar memudahkan pengguna yang belum memiliki rek bank Terimakasih,negatif
aplikasi yang bagus tidak menipu,negatif
Tolong lah chart nya jangan dirubah kembalikan sperti semula Saya suka pakai pluang karena chart nya beda dengan apk yang lain Tolong kembalikan sperti semula Lebih sederhana dan mudah dipahami bisa di save Tolong lah,negatif
sebenernya gue newbie tapi pengen bisa trading aset cripto makanya gue coba ambil Pluang di aplikasi ini,negatif
bguss skli cuan,negatif
Grafik charts nya gak bagus seperti yg dulu Gak bisa ganti kode jenis saham atau crypto,negatif
bagus mantap rekomendasi pokoknya,positif
joosss gandosss,negatif
Sdh pakai pluang skitar bln stiap kali mau deposit minta foto ktp dan selfie team IT pluang dmna saya kira kjadian ini bkn s Saya saja Trima kasih,negatif
Otw miliar,negatif
Proses wd lama kali anjg,negatif
bsgus,negatif
Aplikasinya sangat bagus dan simpel untuk digunakan tapi saya kurang suka karena biayanya deposit dan withdraw sangat besar saya WD k aja pajaknya menurut saya itu terlalu besar,negatif
Saya deposit dan beli floki tau pas saya wd prosesnya lama banget,negatif
Tampilan mantap,positif
masih mau nyoba,negatif
oki seh,negatif
saya udah topup tapi saldo ga masuk sedangkan saldo di aplikasi dana saya berkurang,negatif
Lumayan Untuk mengisi waktu kosong,negatif
masih coba,negatif
Saya sudah top up tetapi lama sekali prosesnya Harus nunggu jam Dan koin yang akan saya beli sudah naik dari saya top up,negatif
Saya kasih bintang saya transfer cripto tapi gk masuk,negatif
masuk,negatif
wd cepat,positif
aplikasi ini bagus sekali tidak ragu lagi,negatif
Terimakasih Salam Sukses Selalu,negatif
mudah praktis serta fleksibilitas bagus,positif
Hdehh sekarang ap kena pajak mau top up aj udah kena pajak dari dana top up kita trus mau narik juga kena pajak mau beli juga kena lagi pajak bayak bet pajknya sekarang,negatif
sudahlah semuanya jangan download apl ini bener sangat kecewa dengan apl ini mending pakai apl lain saja saya topup gagal pengembaliannya ruwetnya minta ampun lama banget sudah kali saya kena sekarang sudahlah kalau memang kalian butuh uang ambil saja uang saya yg kalian tahan apl memalukan dan ga berguna mending di apl sebelah,negatif
Kok saya withdraw lama ga masuk masuk padahal Uda lwat itruksi tersebut blum jga d proses,negatif
aplikasi ini cukup memuaskan untuk menghasilkan keuntungan dalam berinvestasi,negatif
Penarikan saldo saya tidak masuk sampai saat ini Akun saya diblokir secara permanen dengan alasan yg tidak jelas Mohon jelaskan kesalahan saya secara detail ya Gk usah download aplikasi ini lagi Pemblokiran secara sepihak dan saldo diambil Kembalikan uang saya,negatif
Apk Ga bagus,positif
Tambahkan untuk penarikan saldo melalui e wallet sama segera adakan fitur ganti nomor handphone,positif
Lebih bagus kalau bisa tarik saldo pakai e wallet tidak harus rekening bank PAHAM,negatif
Untuk Narik Crypto pajaknya terlalu besar kita untung hanya k tapi pas di tarik sisa rb mantap ler,negatif
Kenapa proses withdraw lama sekali Padahal duit kecil gimana kalo duit gede uang secuil aja prosesnya lama parah lah,negatif
Semoga kedepan ada fitur Convert atau Swap aset crypto,negatif
saya narik ke bank Seabank dari kemaren masih belum di proses tolong lah menghubungi pluang nya juga tidak di respon kecewa banget pelayanan yang sangat jelek,negatif
Baik dan terpercaya,positif
cepat mudah gampang dipahami,positif
ngirim crypto ustd keluar aja pajaknya sampe padahal mau ngirim jadi yang kekriim doang apl lain ngga kena semoga pada liat comment gua sebelum ngirim crypto ke lain deh nyesel gua ga lagi lagi gunain aplikasi ini,negatif
Bagus banget,positif
sangat baik semoga kedepannya lebih baik lagi,positif
Aplikasi apaan ini Ko aset ga bisa dikirim Bikin kaya yg laen donk biar aset yg kita punya bisa dikirim,negatif
Agar transaksi dipercepat dan Minim system error,negatif
aplikasi nya sangat mengecewakan saya ingin mengubah nomor ponsel pada akun saya tetapi tidak bisa dengan alasan server sedang sibuk,negatif
Dengan adanya Peluang investasi jadi lebih mudah terdapat berbagai fitur untuk dapat dijadikan sumber reverensi sukses selalu untuk developer berbagai aplikasi telah saya gunakan dan saya merasa sesuai dengan hal ini aplikasi ini saya dapat dari platform Tokopedia yang telah memperkenalkannya dulu sekedar investasi emas setelah beberapa tahun mengalami manifests yang sangat menjanjikan untuk melanjutkannya,negatif
minimal Update meme coin terbaru,positif
cepat dan ga ribet untuk daftar,negatif
Saya mau beli saham AS yang harga dolar kenapa tidak bisa kenapa harus ada limit pembelian tolong diperbaiki dulu saya beli saham dolar bisa sekarang susah,negatif
saat ini baik,positif
pasti jadi miliarder semoga aja ya Allah,positif
semoga bisa dapat ilmu dan penghasilan lebih,positif
tolong tingkatkan keamanan jangan sampai diretas,negatif
untuk pemula semoga sangat membantu proses daftar dan verifikasi sangat mudah,negatif
Sangat bagus buat pemula yg ingin investasi di crypto,positif
ikon salin bermasalah noh hati hati yg mau kirim pake wallet disini kacauuu,negatif
Aplikasi Kripto terbaik dan lebih mudah cara menggunakan,positif
pernah cuma karena salah angka si nominal pas mau deposit malah depositnya gamasuk dan nyangkut harus tlfn sana sini biar bisa balik lagi,negatif
mantap peluang,positif
mantap Pluang,positif
mudah dan cepat regisnya moga cuan,positif
Kurang token crypto,negatif
Aplikasi pulang saya tidak bisa di buka Apakah ada pembaruan sistem,negatif
Sudah dipasang limit sell tp ga dijual apakah fungsi ini berfungsi,negatif
Masa hanya verifikasi KTP gagal terus Aku fotonya udah benar gk buram cahaya juga bagus aneh banget nih aplikasi,negatif
,negatif
menjijikan ini palsu,negatif
bagus aplikasinya bisa modal kecil dan caranya mudah dipahami,positif
belajar invest disini aja guys,positif
ini kenapa pas mau ganti nomer ponsel selalu gagal dan eror,negatif
sesuai namanya pluang beneran kasih kita peluang buat menambah pundi keuangan terimakasih pluang,positif
peluang bagus,positif
saya kasi bintang semoga bermanfaat,negatif
mantap sekali aplikasi ini,negatif
Agak ribet masak harus verifikasi SMS kan jadi ribet,negatif
Alhamdulillah Bagus Investasi Emas di Pulang,negatif
Untuk data nomor handphone dan e mail apakah tidak bisa diubah,negatif
Ribet top up nya Gara Kode angka dibelakang top up saya gagal Tolong dana saya dikembalikan Katanya paling lambat x jam paling lama pengembalian dana ternyata gak balik juga dana nya Cek laporan email saya nomor Jangan selalu robot yang balas,negatif
terbaik aplikasinya,positif
kasi dulu bg,negatif
aplikasi ini memang sangat cocok buat investasi,negatif
Saya suka aplikasi ini cuma sayang tokennya dikit jadi tidak bisa maksimal dapet peluang nya coba tokennya banyak auto tetep disini deh radingnya,negatif
baru belajar investasi lewat aplikasi peluang semoga mudah buat bertransaksi dan bisa selamanya di percaya Amin,positif
BAGUS APLIKASINYA UNTUK BERINVESTASI CRYPTO SAHAM DLL SAYANG NYA MASIH BANYAK BIAYA ADMIN SETIAP TRANSAKSI,negatif
aplikasi yg sangat mudah penggunannya,negatif
mencoba hal baru dengan apk ini,negatif
Susah untuk mendapatkan akun kembali karena namanya orang email udah gak kepake bisa jadi lupa sandi dan jika lupa sandi kan harus ada nomer telepon lama jiika nomer telpon lama udah gak aktif bagaimana Yang pentingkan KTP nya masih pemilik yang sama,negatif
Ribet,negatif
Good job,negatif
kurasa tidak ribet verifikasinya semoga peluang memberi kenyamanan bagi penggunanya,negatif
Semoga berkah barokah rejeki halal melimpah,positif
Akses Cepat Setiap Transaksi di Respon Cepat,negatif
Daftarnya gampang Bagus semoga bermanfaat,positif
WD ya lama ajin,negatif
Bagus dan sip,negatif
nice walaupun belum ngerti,positif
Lelet bner app mau masuk aj ssh Nunggu lama,negatif
app yg sangat bagus untuk pemula,positif
sangat menyenangkan,negatif
Liat ulasannya ngeri gajadi ah make ini,negatif
tanggung banget fitur pro nya gk semua aset bisa pro mending gk usah sekalian kalo gitu masa cm koin tertentu aja kayak gk niat buat exchange,negatif
Mantap benerr,negatif
good aplikasi mudah di pahami,negatif
Verifikasi top up lama tidak otomatis Eksekusi trading beda lumayan banyak sma harga yg ditampilkan di chart Apk cukup berat Cuman pake seminggu terus uninstall lagi soalnya pindah pake sebelah,negatif
Hati Hati aplikasi bodong sertifikat bisa dipalsukan ini sistem money laundry ketika uang nasabah sdh banyak terkumpul kemudian aplikasinya hilang Ciri cirinya mulai sulit dalam hal penarikan dana biasanya selalu terlambat dan nanti pada akhirnya deposit tidak dapat dicairkan,negatif
Luar biasa execellent,negatif
Sangat baik,positif
sangat bagus aplikasih peluang bisah mudah berinvestasi,positif
Gimn nih uang saya pas isi saldo gk ada alias gk masuk,negatif
gabisa kirim ke cold wallet,negatif
semoga lebih baik,positif
masih pertama nyoba,negatif
Pliss development tambahin ewallet shopepaynya,negatif
Baru mau belajar,positif
Aplikasi Friendly use banget Tampilan sederhana mantap,negatif
Mudah mudahan bisa provit dan merubah kehidupan,positif
sukses adalah tujuan paling utama,positif
oke Mntap,positif
Terbaik,negatif
Lumayan buat infestasi,positif
apk yg sangat bagus mudah digunakan untuk pemula,positif
semoga amanah dalam segala hal,positif
bismillah bisa belajar,positif
Transfer Kripto Lama Banget status Tertunda Diproses Ampun Platform yang sangat mengecewakan Kacau semua transaksi bila pelayanan pending sampai lama seperti ini Mengecewakan,negatif
sangat bagus dan sangat mudah untuk dipahami,positif
Bagi yg mau dowload pertimbnagkan kembali Lebih baik pindah ke indodax Koreksi untuk platform ini terlalu parah dan tidak transparan Lebih baik di indodax lebih transparan tidak ada slippage walaupun di indodax di kenakan fee transaksi tp masih kita hargai krn transparansinya Coba anda lakukan transaksi disini jeda slippage jauh bgt Masa misalkan OP diangka tarulah and done diangka Gak worth bgt Bener tidka di kenakam fee Tp tiap buy sell kena slip page bnyak bgt G transparan,negatif
Apk inventasi bagus untuk pemula dan tutorial nya yang lengkap,negatif
minta hadiah lagi,negatif
cepat dan mudah,positif
Sy kerja di luar negri Dan ingin sekali menggunakan pluang untuk investasi Tapi menggunakan nomer luar negri tidak bisa mohon di terapkan dong agar kami yg kerja di luar negri bisa investasi di pluang Harap di permudahkan Klau di lihat dr youtube pluang sangat mudah dan simpel,positif
mencoba dulu,negatif
gud,negatif
Review jujur tidak merekomendasikan aplikasi ini bagi anda pemula,negatif
intan,positif
Sangat buruk tidak bisa veritifikasi email padahal baru download,negatif
dngn modal besar itu banyak Tdi barusan aku scalping coin udah plus trus mau aku jual Eh pas ke jual malah mines Setiap transaksi ad pajak lo di tambah lagi semacam pencurian macam ini,negatif
sebagai pemula semoga beruntung,positif
gg anjay,negatif
Kenapa penarikan saldo nya gak Disa pakek dana,positif
Aplikasi sampah mau ganti email aja dipersulit,negatif
aplikasinya sangat bagus,positif
Aplikasi peluang tolong perbaikan prihal update terhadap koin baru jaringan dan potongan persen semoga kedepan lebih baik lagi terima kasih,negatif
bagusss sekali apk ini saya untung banyak buruan download dehhhh,negatif
cepat respon pendaftaran,positif
Saya sangat kecewa dengan aplikasi penarikan juta butuh waktu jam Apa ini penipuan nyata Saya telepon call center disuruh nunggu sampe pagi Ini asli apa bohongan Terus saya chat dia bilang tidak mematuhi standart apa lagi kita mau narik besar tidak di persulitkan ini narik sedikit harus nunggu jam itu paling lambat kalok paling lama tahun Sangat kecewa kalok ada bintang saya akan kasih bintang pada pluang trading Jangan pernah treding di sini bahaya ini Sangat mengecewakan,negatif
Ok lah,negatif
ok sangat protec,positif
Apakah suatu saat nanti dompet digital akan kembali digunakan saat mencaikan saldo,negatif
ya baru coba,positif
mau coba belajar,positif
sippp,negatif
bintang dulu klo ok max Binta,positif
proses cepat,positif
Tolong ngeratingnya jangan tinggi ya Aplikasi ini gak real time Yang ada rugi sendiri pake ini Rugi banget Beli Tron TRX diangka an ditulisnya jauh banget bro padahal di grafik belum nyentuh sama sekali Dan lagi kemarin lagi booming CLV naik di sini malah ngebug parah grafik jadi putih dan gak jelas banget Sudah diawasi lembaga negara pun masih seperti ini,negatif
baru pakai belum tahu jdi bintang dulu,negatif
i like it,negatif
Gila ini potongan convert ke USD dan balik ke RUPIAH Trading sehari menang jt Convert awal pitongan an dari usd ke Rp Uang an jadi an trus profit an rb Convert ke rupiah cuma jadi an gila gak tuh Tapi pelayana fast respond,negatif
Mudahan stacks benarnaik Belum bisa pamer ke temen soalnya hasilnya masih minus,negatif
bagus baget,positif
membosankan evendnya buat pengguna baru juga gak ada chat global gaka ada,negatif
so far so good semoga sukses semuanya,positif
Saya narik saldo di akun saya ke rekening saya kok bacaan nya di buat dan saldo saya gak masuk ke rekening saya tolong suhu bantuan nya,negatif
pokoknya ok deh,negatif
registrasi cepat tunggu hasilnya aja,positif
pluang tokopedia tidak beroprasi stlh sy daftar disini tp kokas g otomatis muncul dipluang NB yg emas tolong disedeehanakan biar bs mbedain saldo sama hsl pemebelian mas biaya top upnya mahal bgt nggilani mhlb ini msh indonesia min bkn negara hongkong plg mhl sedunia lu cm mau isi saldo k dipotong cepet kaya lu diisi k dipotong yg lain gratis gila diisi dipotong ngab,negatif
semoga amanah,positif
kendalikan yang lebih baik regulasikan ulang beli jual minimal ok,negatif
good trading,positif
Bgmn narik dana semua apa tidak bisa ya,negatif
Minta tolong tanya kalau mau tanya sama csnya pluang apa sudah tidak ada saya buka csnya pluang kenapa kosong saya mau tanya kalau beli reksadana apa sama dengan kripto belinya hanya sekali tidak setiap minggu atau harian untuk lihat hasil pendapatannya apakah untung apa tidak tolong jelaskan cara kerja reksadana apakah sama dengan kripto naik turun hasil pendapatannya,negatif
Nice dah pokok nya,negatif
Saya invest emas padahal emas cman turun puluhan ribu Tpi aset saya bisa minus ratusan ribu Itu sistemnya gimana ya,negatif
gud exchange,negatif
Apakah chart nya tidak bisa dalam usd,negatif
Tiap ferivikasi gagal trus setiap foto ktp di kamera bagus bagus aja kenapa pas jadi di applikasinya jadi bergelombang jadi gagal ferivikasi terus,negatif
deposit cepet WD lama apa apaan kaga konsisten,negatif
Msh ketinggian spread dikenainnya sampe kali begitu,negatif
Mudah digunakan,negatif
Ngak bisa daftar,negatif
Ditolak dengan alasan sudah terdaftar mungkin karena sudah gak butuh customer lagi,negatif
cek aja oke,negatif
baru belajar investasi tasi murah semoga berhasil,positif
baru juga login broo sabar dikit napa,negatif
Menurut saya apk nya sudah cukup bagus tapi penarikan nya kadang bisa sampai hari lebih Padahal fee lumayan mahal tapi proses nya lama masih mending apk pintu wd nya cepet dan fee nya sama Apalagi yang saya nggak suka itu apa apa langsung dapat notif di email batal order beli crypto langsung ada notif masuk email Kalau mau kirim notifikasi di email itu yang penting penting saja jangan dikit dikit notif masuk di email padahal nggak penting juga,negatif
Bagus,negatif
Tambahin dong min bisa kirim wd dgb sama rvn koin,positif
bagus sekali aplikasi ini untuk ivestasi,negatif
Ubah data nomor baru agar bisa log in dengan nomor hp baru minta kirimkan data via email dengan estimasi hari kerja Tapi tidak ada balasan setelah lebih dari hari kerja bahkan email saya dicuekin Mending gak usah malesin anjir,negatif
Kenapa saya WD blum masuk Sudah hari ini tolong kepada admin nya Broker lain ga sampai hitungan detik WD Saya tunggu kejelasannya,negatif
investasi bikin kita makin sukses mari kita belajar terus belajar,positif
aplikasi sangat mudah digunakan,negatif
sangat nyaman dan respon nya cepat,positif
jos jadi rungkat,positif
Baru aja tarik dana rban sudah mau hari gk masuk hati hati ya gaes apk indikasi,negatif
Luar biasa memudahkan sangat empirikal,negatif
bagus,positif
mantap betul moas,negatif
masih bingung kak karna pemula,negatif
Mana kok lama kirim in email nya oy,negatif
Terlalu lama menunggu,negatif
Baru mencoba Krn perpindahan dari Tokopedia ke Peluang,negatif
Begitu naik apk tidak bisa masuk untuk menarik permainan kalian sungguh picik Kecurangan kalian terlalu nampak,negatif
simpel proses verifikasi cepat dan mudah,positif
Tolong pindahin notif naikturun harga saham yg kita tandain ke depan ui biar gampang di akses agak repot harus buka profil terus scroll kebawah,negatif
Belajar berinvestasi semoga bisa menjadi meningkatkan pendapatan pasif,negatif
Apps ga bisa di pakai,negatif
Penarikan lama diprosesnya bisa harian Sama hal nya dengan refund bisa lebih dari hari Selain itu bagus Bintang aja karna gapuas,negatif
Gampang digunakan dan lumayan lengkap fitur fitur nya,negatif
selama ini lancar,negatif
minta tolong doang kak ntar dulu Kakak Terima kasih Kakak Assalamualaikum,negatif
hebat sekarang keren bgt,positif
Pemula bos tolong di lancarkan,positif
nanan,negatif
Mudah dipahami mantap,positif
Sangat di himbau untuk pemula under rb jangan mainan disini kenapa saldo akan dipotong biaya sebesar misal topup rb ya jadi rb atau topup ya jadi potongan pembelian juga tinggi dijamin baru buy aset pasti minus dulu dari titik tengah harga real time baru ikuti harga pasar misal pasar turun ya tambah minus misal harga naik ya nutupin minus potongan buy asetnya dulu jadi trade nya harus jangka puanjang biaya transfer WD ke bank juga tinggi wkwkw,positif
memotifasi,negatif
Kasih aja dahulu Pake gara si hijau Apakah bisa beli saham reksa dll pake btc atau asset yg ada tanpa harus jual beli dahulu,negatif
Saya mohon pluang menambah kan fitur qris agar mudah bertransaksi atau bank BSI saya mohon saya tidak bisa trading tanpa itu sampai saat ini,negatif
mudah an bagus,positif
MhuuanthabzzZ,negatif
Syaa gak cocok sama pluang chat email balas lama Terus gak bisa ganti email nomor hp langsung di aplikasi harus melalui operator Hapus akun permanent gak bisa melalui akun malah melalui operator juga ribet Ini ciri aplikasi gak benar,negatif
Untuk biaya admin pengiriman ke exchange lain sangat mahal fee nya sampai k pertransfer sangat mahal dan merugikan,negatif
Aplikasi exchange terbaik yang pernah saya gunakan fiturnya simple mudah di pahami sukses selalu di tunggu fitur lainnya,positif
Bismillah good job mau coba ternyata proses verifikasi juga cepat semoga ada hasil di sini,positif
Tolong dev buatin fitur ganti nomor hp nomor saya hangus tidak bisa login aplikasi,negatif
sudah bagus tapi untuk meme koinnya banyak yang telat listing,negatif
Bismillah,negatif
saya sangat meyukai aplikasi ini,negatif
saya baru daftar semoga tidak mengecewakan,negatif
Apakah akun Pluang ada masalah hari ini Akun Pluang saya tidak bisa di scrole bagaimana ini Apa yg harus saya lakukan,negatif
Ini Apk PLUANG gaada Layanan Customer Service apa Buat konfirmasi Transaksi Top Up berkendala Seharusnya ada lah klau Top up gagal mau complain gimna Top Up gua Gagal dan nyangkut mau complain sama siapa Coba,negatif
keren sih baru download lebih cepat gampang dafarnya,positif
memberikan manfaat untuk pendapatan,positif
Tolong jangan membohongi nasabah kasih profit terus dan untuk fitur ubah nomor atau email di upgrade supaya bisa di ganti,negatif
mantap praktis,positif
saya ibu rumah tangga akan mencoba membantu suami untuk mencari pendapatan tambahan,negatif
semoga makin meningkat,positif
Aplikasi Trading tersimpel yg memudahkan orang awam seperti saya memahaminya,negatif
Min sedikit masukan untuk app pluang agar dibuatkan keterangan minimal jual langsung pada saat pembelian crypto fitur ini akan sangat bermanfaat bagi investor pemula dengan modal kecil Terimakasih,negatif
aplikasi yg user frienly,negatif
semoga apk ini bermanfaat amanah dan bertanggung jawab,positif
Sekarang ada admin Rp tarik ke e wallet per penarikan dan minimal investasi Rp,negatif
bagus sekali aplikasi ini sangat membantu kita dalam berinvestasi jangka panjang jangan ragu lagi untuk memulainya yuk sama sama kita berinvestasi untuk masa depan yg cerah,positif
lumayan tradingnya,positif
Memang betul jahat ni pluang sy transfer usdt ke excange luar masak biayanya usdt sy pake jaringan TRC dulu biayanya cuman usdt hati bagi yg mau menggunakan pluang,negatif
setiap top up selalu kepotong banyak dan gak ada pemberitahuan apapun dari aplikasi,negatif
bgus dan proses nya mudah banget,positif
senang bisa kembali aktif di Pluang Terima kasih beberapa bulan yang lalu sempat profit walau tidak begitu banyak hehehe,negatif
Saya coba dulu nanti semuanya lancar sesuai harapan baru akan saya beri ulasan dan penilaian,negatif
Tolong kasih dong trading future,negatif
semoga kaya,negatif
gampang digunakan,negatif
menyenangkan sekali,negatif
Saya baru saja top up saldo pluang melalui bank top up Tolong dibantu karena saldo saya belum masuk Terima kasih,positif
Gara Saham ini saya ditipu oleh org jual mobil dan akunnya atas nama putri amaliah sebesar Rp begitu tega kau tipu hasil keringat org dan aplikasi ini tidak bisa bertanggung untuk mengembalikan uangku,negatif
mundah daftarnya,negatif
Cs slow respon penarikan lama hati yang mau pake aplikasi ini daripada uangnya ilang mending pake aplikasi kripto yg lebih terpecaya,negatif
Ok mahal adimnya,positif
senang berinvestasi bersama pluang banyak pilihan investasi seperti saham kripto reksadana dan emas,negatif
Untuk skarang baik,positif
Kenapa narik ga masuk y,negatif
Sangat terpercaya,positif
Penggunaannya mudah tools nya lengkap pilihan asetnya juga beragam Terbaikkkk,positif
Mau top up z ssah bnget masukny notifny selalu ada gangguan,negatif
terus amanah bagi customer atau yang mempercayakan berinvestasi di aplikasi pluang dan tidak ada biaya admin ya,negatif
Mau cashout aja butuh hari gak banget dah,negatif
Pelayanan buruk live chat dan telpon CS tidak ada yang merespon,negatif
aplikasi gak jelas masa gak bisa verifikasi ktp padahal ktp bagus aja dibilang rusakkk tidak terbaca mulu parahh amat,negatif
Sangat menguntungkan sekali aplikasi ini,negatif
Kapan fitur eren stakingx ni ko blom ada,negatif
Biaya transfer krypto mahal Cs respon lemot,negatif
Ini kenapa saya beli btc diharga naik ke harga an kenapa makin mines harus nya kan naik profit nya mohon penjelasnnya kk,negatif
Mudah transaksi nya,positif
bagus buat pemula,positif
Mantap lancar semua urusan trending dan isi ulangnya,negatif
Jangan terlalu percaya dengan yang tidak pasti,negatif
sangat keren,positif
proses nya cepet bgt respon melalui email pun tergolong cepat ketimbang app lain respon lambat bgt penggalaman pertama dan terbaik d app ini smoga kedepan nya dapat inovasi yg lbh baik lg,positif
Tampilannya enak banget buat dilihat responsif juga mantap,positif
Fitur PRO nya sangat bagus Terus dipertahankan kualitas aplikasinya,positif
Untuk tampilan sistem operasi aplikasi sangat simpel dan tidak terlalu ribet aplikasi ini sangat cocok buat pemula seperti saya untuk belajar investasi,negatif
Cara nya auto order auto sell stoploss itu dimana yaa fiturnya saya cari gak ada,negatif
Ada problem saya coba bantuan chat ga ada jawaban Ada apa nih Sudah dijawab tapi asal jawab Parahhh,negatif
Mntap,negatif
mantap jos,positif
trading crypto isikan take profit dan stop lose biar aman bagi pemula,negatif
Ok sih,negatif
Memuaskan,negatif
Semoga lebih bgus kedepan y,positif
gada tombol sell,negatif
aplikasi yg mudah digunakan walaupun pemula,negatif
sangat berkepeluangan yg Tinggi,negatif
sangat bermanfaat untuk investasi seperti saya ini sebagai ibu rumah tangga,positif
ini bagus boskuh,positif
baru mau coba semoga hasilnya bagus,positif
Sangat kecewa untuk transfer antar jaringan crypto usdt ada limit hariannya harus nunggu lain hari Pdahal crypto jam Klo untuk beli saham us ok Tpi untuk crypto sangat tidak layak bnyk aset crypto tidak bisa transfer antar jaringan Usdt pun dibatasi Apalah ini,negatif
semoga cuan cuan dan cuan terus dalam bisnis ini,positif
semenjak update gak support shope pay lagi plis peluang tolong tambahkan e wallet shope pay laagi agar mempermudah saya dalam transaksi apa laagi dallam melakukan transaksi dalam nominal kecil saya sudah trauma pakai dana di karna kaan sistem nya sangat buruk,negatif
Tambahkan jaringan base di token ethereum,negatif
Aplikasi buruk fee yang di bayarkan tidak transparan waktu mau kirim usdt limit belum pernah terpakai sama sekali cashout ke bank juga lama pair yang di tawarkan hanya idr ujungnya rugi tidak bisa entry cs tidak jam,negatif
Tidak sesimple dulu yang yang minimal dan ada potongan penarikan Rp,negatif
gampang dimengerti,negatif
adain E Wallet dana biar ga sulit penarikan dana nya untuk pelajar saya sulit buat menarik dana nya karna saya belum mempunyai banking,positif
Baru mencoba,negatif
masih coba,negatif
sangat luar biasa tapi pajak nya jangna terlalu besar,negatif
Sangat ok,positif
Sy masuk aplkasi pluang gkbisa login pdhl sdh lewat jam mana didalamnya saldonya banyak lagi tolong ya tingkatkan lg aplikasinya jgn sampai merugikan orglain thx,negatif
Apk gk bisa di buka,negatif
Proses Pendaftaran Mudah,negatif
Saya sudah uninstall apk ini mohon untuk menghapus data saya jika data saya anda buat main main saya akan tuntut,negatif
Tambahkan saham ETF seperti VYM dan kalender bursa saham Amerika biar tau kapan stock split dividen dll nov Tambahkan pembayaran top up saldo qris dengan biaya admin lebih rendah,negatif
Aplikasi scam harga ga sesuai Fee depo ke exchange mahal ga worth it,positif
bisa investasi saham AS,negatif
belajar trading disini,positif
Mantap kenapah ga dari dulu knl aplikasi inih yh,negatif
terpaksa gw edit dari bintang ke bintang karena sekarang pluang downgrade parah pajak skrg sangat tinggi spread juga terlalu tinggi dan tdk aktual masa harga beli misalkan pas di eksekusi berubah sampai potongannya gak ngotak mau cepat naik haji mending gw pindah exchange sebelah,negatif
Bru bljr tak ksh bintang dlu,negatif
aplikasi nya good,negatif
salam cuan semoga tradingnya sukses,positif
coba dlu,negatif
admin pajak biaya transaksi gede bgt sekaranggg beli kena admin jual juga kena admin pinter bgt nyari untungnya saya pindahin aja dah ke aplikasi sebelah,negatif
Aplikasi bagus mudah dipahami dan menunya simpel,positif
aplikasi bagus tapi bunganya lumayan,positif
Saya instal pluag karena investasi emas saya ditutup oleh Tokopedia setelah tak pindah kan saya ga bisa masuk ke akun Karena verivikasi email saya katanya sudah tertaut dg akun lain bagaimana donk solusinya,negatif
Jangan rating buruk kalau mana bagus pilih ada saja aman ini adalah jujur tetap waspada seperti Amerika dan Indonesia masyarakat rasa tenaga belum coba cek harga saham sulit keturunan ekonomi tuh nasib mantan banyak kerja kondisi lagi berhenti kerja maksud tapi bagaimana cara beban butuh kuat bisa hidup Tolong pluang anti gagal terhadap penipuan lain,negatif
lets try,negatif
Sangat efektif akurat dan mudah,positif
Buat developer Pluang yg terhormat mohon token SHI shina inu disediakan di platform ini terima kasih,negatif
terimakasih,positif
tes dlu,negatif
mantaaaaaaaaaaaaap joooiooooiois,negatif
bagusa,negatif
verifikasi ktp gagal terus busuk,negatif
lumayan buat uang jajan,positif
YOU RE BEST OF THE BEST,negatif
Plis koin crypto nya di tambah dong biar makin enak make apk ini karna udh nyaman banget make pluang gamau pindah apk udh nyaman tapi koin crypto nya kurang banyak,negatif
Ngga jelas,negatif
Cobalah sekalian buka opsi trading binari dengan aset aset BTC eth xrp dash zec biar banyak yang join opsi forex doank gak bakalan banyak join,negatif
Udah untung pas jual dapetnya cuma peluang ngambil keuntungannya terlalu besar belum lagi pas kena rugi alih alih balik modal malah tekor,negatif
Saya invest dana saya ke pluang sebesar juta dan kebetulan saya ingin mengambil sebagian dana saya sebesar ribu saja untuk membayar bpjs pada hari jumat malam tgl November Anehnya pada kotak masuk email saya tertera bahwa pengiriman dana berhasil tetapi pada mutasi masuk saya TIDAK ADA dana masuk ke rekening seabank saya Jujur ini pluang udah mulai scamming guys Ini saya berencana menarik semua dana saya dan saya pindahkan aja ke aplikasi nanovest aja,negatif
Sangat membantu berinvestasi,negatif
Penghilangan TOP UP SPAY bikin tanpa pemberitahuan Tolong bisa dikembalikan atau mungkin jika ada perubahan lain bisa memberi pemberitahuan dulu,negatif
Tolong tambahin bisa dijadikan widget di hp agar tidak bolak balik buka aplikasinya,negatif
Maaf mau tanya sekarang top up di PLUANG apa sudah tidak bisa pake DANA,negatif
awalmula tabungan emas saya ada di tokopedia setelah di pindah di aplikasi ini zonkk saldo emas kosong,negatif
Masa candel nya beda si sama yang lain Disini Yang lain m,negatif
untuk saat ini bagus bat dah,negatif
Sumpah kesel banget orang lagi butuh uang narik saldo di peluang dah hari gak masuk masuk anj,negatif
